taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Assembly Method	Release Date	Biotic Relationships	Cell Shape	Energy Source	Oxygen Requirement	Sequencing Method	Sporulation	Genome Size   * assembled	Gene Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	CDS Count   * assembled	RNA Count   * assembled	16S rRNA Count   * assembled	23S rRNA Count   * assembled	Pseudo Genes Count 	Unchar Count 	w/ Func Pred Count   * assembled	w/o function prediction  * assembled	Paralogs Count
639633017	Bacteria	Finished	Campylobacter jejuni project - TIGR	Campylobacter jejuni jejuni sv. Penner 23/36 81-176	J. Craig Venter Institute (JCVI)	639633017	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni		3/1/2007	Free living	Spiral-shaped		Microaerophilic		Nonsporulating	1699052	1816	0	517794	1758	58	3	3	0	0	1339	419	764
650377931	Bacteria	Finished	Erwinia sp. Ejp617	Erwinia sp. Ejp617	Kangwon National University, National Instrumentation Center for Environmental Management Korea	650377931	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia sp. Ejp617		7/1/2011	Symbiotic	Rod-shaped		Anaerobe	454 GS FLX	Nonsporulating	3957675	3769	3	2123132	3672	97	7	7	0	0	3119	553	465
2513237214	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis 267	Rede Paraense de Genomica e Proteomica	2513237214	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis		5/22/2012	Free living					Nonsporulating	2337628	2209	0	1219928	2148	61	4	4	40	0	1625	523	81
637000260	Bacteria	Finished	Shewanella 2005	Shewanella sp. MR-7	DOE Joint Genome Institute (JGI)	637000260	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. MR-7		12/1/2006	Free living	Rod-shaped	Heterotroph	Anaerobe	Sanger	Nonsporulating	4799109	4172	0	2296820	4014	158	9	9	0	0	2980	1034	2166
646862328	Bacteria	Finished	Francisella tularensis tularensis NE061598	Francisella tularensis tularensis NE061598	University of Nebraska	646862328	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis		8/1/2010	Free living	Rod-shaped		Aerobe		Nonsporulating	1892681	1884	0	610579	1836	48	3	3	0	0	1312	524	223
2615840647	Bacteria	Finished	Bacillus methylotrophicus JJ-D34	Bacillus methylotrophicus JJ-D34	Macrogen	2615840647	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	CLCbio CLC Genomics Workbench 7.5.1, PacBio SMRT Analysis 2.3.0	5/3/2015					PacBio RS		4105955	4120	0	1898540	3982	138	9	9	0	0	3225	757	398
637000031	Bacteria	Finished	Bifidobacterium longum NCC2705	Bifidobacterium longum NCC2705	Nestle Research Center, University of Georgia	637000031	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	SeqMan	12/1/2006	Free living	Rod-shaped		Anaerobe		Nonsporulating	2260266	1805	3	1359038	1729	76	4	4	0	0	1075	654	815
641522661	Bacteria	Finished	Placeholder for Yersinia pseudotuberculosis	Yersinia pseudotuberculosis sv. O3 YPIII	DOE Joint Genome Institute (JGI), Los Alamos National Laboratory	641522661	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis		8/1/2008	Free living	Rod-shaped	Heterotroph	Facultative		Nonsporulating	4689441	4298	3	2228909	4192	106	7	7	0	0	3182	1010	452
646311966	Bacteria	Finished	Vibrio antiquarius Ex25	Vibrio antiquarius Ex25	Los Alamos National Laboratory	646311966	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio antiquarius		4/1/2010	Free living	Rod-shaped	Heterotroph	Facultative	454, Sanger	Nonsporulating	5089025	4676	0	2285154	4518	158	11	11	0	0	3544	974	354
637000193	Bacteria	Finished	Five Bacteria involved in Nitrification	Nitrobacter winogradskyi Nb-255	DOE Joint Genome Institute (JGI)	637000193	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi	Phred-Phrap v. 4.24 SPS-Consed v. 20.0	12/1/2006	Free living	Rod-shaped	Lithotroph	Facultative			3402093	3215	1	2110965	3143	72	1	1	21	0	2178	965	1644
2540341164	Bacteria	Finished	Genome sequencing and analysis of BCG vaccine strains	Mycobacterium bovis BCG Korea 1168P	Korean Institute of Tuberculosis	2540341164	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis		9/19/2013					454 GS FLX Titanium		4304386	4120	2	2825182	4071	49	1	1	0	0	3164	907	668
639633010	Bacteria	Finished	Bifidobacterium adolescentis ATCC 15703	Bifidobacterium adolescentis ATCC 15703	Gifu University	639633010	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis		3/1/2007	Free living	Rod-shaped		Anaerobe		Nonsporulating	2089645	1709	1	1236742	1631	78	5	5	0	0	1215	416	767
646311955	Bacteria	Finished	Staphylococcus aureus aureus ED98	Staphylococcus aureus aureus ED98	454 Life Sciences	646311955	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Newbler Assembler	4/1/2010	Free living	Coccus-shaped	Heterotroph	Facultative	454 GS20	Nonsporulating	2847542	2772	1	934311	2689	83	5	5	2	0	1885	804	304
2531839709	Bacteria	Finished	Serratia plymuthica PRI-2C	Serratia plymuthica PRI-2C	Netherlands Institute of Ecology (NIOO-KNAW)	2531839709	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia plymuthica		8/23/2013					Illumina GAIIx		3919163	3683	0	2186305	3650	33	1	0	0	0	3181	469	364
2519899777	Bacteria	Finished	Lactobacillus buchneri CD034	Lactobacillus buchneri CD034	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2519899777	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus buchneri						Aerobe		Nonsporulating	2563168	2453	5	1133154	2377	76	5	5	0	0	1952	425	288
2511231205	Bacteria	Finished	Staphylococcus aureus aureus M013	Staphylococcus aureus aureus M013	ANRT	2511231205	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Newbler	2/28/2012			Heterotroph		454		2788636	2665	1	916188	2591	74	5	5	0	0	2157	434	257
2511231161	Bacteria	Finished	Bacillus megaterium WSH-002	Bacillus megaterium WSH-002	Tianjin Biochip	2511231161	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium		2/28/2012	Free living	Rod-shaped		Facultative	454, Sanger	Sporulating	5075293	5423	1	1938135	5274	149	11	11	70	0	4013	1261	762
2551306645	Bacteria	Finished	Klebsiella pneumoniae ATCC BAA-2146	Klebsiella pneumoniae ATCC BAA-2146	Sandia National Laboratories	2551306645	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Newbler v. 2.8				Heterotroph		Illumina MiSeq		5644669	6133	0	3211972	5932	201	8	8	0	0	5010	922	923
650377984	Bacteria	Finished	Vibrio furnissii 2510/74, NCTC 11218	Vibrio furnissii 2510/74, NCTC 11218	Agencourt Bioscience	650377984	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio furnissii		7/1/2011	Free living	Rod-shaped	Heterotroph	Facultative		Nonsporulating	4916408	4584	0	2491263	4462	122	7	7	1	0	3283	1179	380
640427137	Bacteria	Finished	Rhizobium etli CFN 42, DSM 11541	Rhizobium etli CFN 42, DSM 11541	National Autonomous University of Mexico	640427137	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Phred-Phrap-Consed	9/1/2007	Symbiotic	Rod-shaped		Aerobe		Nonsporulating	6530228	6117	0	3985289	6038	79	3	3	74	0	4377	1661	5026
2519103108	Bacteria	Finished	Cronobacter sakazakii ES15	Cronobacter sakazakii ES15	Seoul National University	2519103108	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii									4268675	4018	25	2437940	3916	102	7	7	0	0	3328	588	308
2507262044	Bacteria	Finished	Hydrogenobaculum Population Genomics	Hydrogenobaculum sp. SN	DOE Joint Genome Institute (JGI)	2507262044	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. SN		9/13/2011	Free living	Rod-shaped		Aerobe	454, Illumina	Nonsporulating	1552931	1663	6	539673	1611	52	2	2	36	0	1311	300	106
642555105	Bacteria	Finished	Alteromonas macleodii strains, University Miguel Hernandez, Spain	Alteromonas mediterranea DE	J. Craig Venter Institute (JCVI)	642555105	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea	Celera Assembler	12/1/2008	Free living	Rod-shaped	Heterotroph	Aerobe	454, Sanger		4412282	4128	1	1980176	4072	56	5	5	0	0	3023	1049	276
646311951	Bacteria	Finished	Rothia mucilaginosa DY-18	Rothia mucilaginosa DY-18	Osaka University	646311951	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa		4/1/2010	Free living	Coccus-shaped			454 GS FLX		2264603	1965	3	1350208	1905	60	3	4	0	0	1712	193	112
2506520007	Bacteria	Finished	Genomics of four rapeseed plant growth promoting bacteria with antagonistic effect on plant pathogens.	Serratia plymuthica AS9	DOE Joint Genome Institute (JGI)	2506520007	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia plymuthica	Velvet v. 0.7.63, Newbler v. 2.3 PreRelease	3/5/2012	Free living	Rod-shaped	Chemoorganotroph	Facultative	454 GS FLX Titanium, Illumina GAIIx	Nonsporulating	5442880	5138	1	3045898	5026	112	7	7	74	0	4306	720	534
2565956817	Bacteria	Finished	Klebsiella pneumoniae RYC492 Genome sequencing	Klebsiella pneumoniae RYC492	Laboratorio de Biolog?a Estructural y Molecular, Facultad de Ciencias, Universidad de Chile	2565956817	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	CLC Genomics Workbench v. 5.1	4/28/2014			Heterotroph		Ion Torrent PGM		5383782	4936	1	3089790	4832	104	8	8	0	0	4194	638	604
646564529	Bacteria	Finished	Enterobacter cloacae cloacae ATCC 13047	Enterobacter cloacae cloacae ATCC 13047	Nankai University	646564529	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	Newbler, Phred-Phrap-Consed	8/1/2010	Free living	Rod-shaped	Heterotroph	Aerobe	Sanger, 454 GS FLX		5598796	5627	1	3056042	5518	109	8	8	0	0	4187	1331	861
637000347	Bacteria	Finished	Xanthomonas oryzae pv oryzae MAFF 311018	Xanthomonas oryzae pv. oryzae MAFF 311018	National Institute of Agrobiological Sciences	637000347	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae		12/1/2006	Free living	Rod-shaped	Heterotroph	Aerobe			4940217	4443	1	3146982	4372	71	2	2	0	0	3092	1280	2683
643348504	Bacteria	Finished	Agrobacterium radiobacter K84	Agrobacterium radiobacter K84	University of Washington	643348504	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	Phred-Phrap-Consed	4/1/2009	Free living	Rod-shaped		Aerobe			7273300	6744	0	4354832	6684	60	3	3	0	0	5159	1525	1071
2501004205	Bacteria	Finished	Dinoroseobacter shibae	Dinoroseobacter shibae DFL-12, DSM 16493	DOE Joint Genome Institute (JGI)	2501004205	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter	Dinoroseobacter shibae		8/13/2012	Free living	Rod-shaped	Phototroph	Aerobe	Sanger		4417868	4244	2	2894792	4194	50	2	0	0	0	3432	762	568
2576861473	Bacteria	Finished	Streptococcus iniae strain:ISNO Genome sequencing	Streptococcus iniae ISNO	U.S. Department of Agriculture	2576861473	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus iniae									2070182	1923	1	761164	1865	58	4	4	73	0	1645	220	194
2556921003	Bacteria	Finished	Paenibacillus polymyxa CR1	Paenibacillus polymyxa CR1	Agriculture and Agri-Food Canada	2556921003	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa		4/6/2014							6024666	5407	5	2746181	5283	124	13	13	103	0	4211	1072	659
2585427637	Bacteria	Finished	Chlamydia muridarum Nigg 2 MCR	Chlamydia muridarum Nigg 2 MCR	Rutgers University	2585427637	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum	MAQ v. 0.6.6	8/18/2014		Rod-shaped			Illumina, Sanger		1072952	932	0	432796	888	44	2	2	5	0	726	162	16
640427127	Bacteria	Finished	Orientia tsutsugamushi Boryong	Orientia tsutsugamushi Boryong	Seoul National University	640427127	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	Phred-Phrap-Consed	9/1/2007	Free living	Rod-shaped		Aerobe			2127051	2180	0	649411	2141	39	1	1	959	0	874	1267	628
640753027	Bacteria	Finished	Flavobacterium psychrophilum JIP02/86	Flavobacterium psychrophilum JIP02/86	National Institute for Agricultural Research (INRA)	640753027	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum		12/1/2007	Free living	Rod-shaped		Aerobe	Sanger	Nonsporulating	2861988	2505	1	931273	2432	73	6	6	20	0	1509	923	934
637000064	Bacteria	Finished	Chlamydia trachomatis D/UW-3/CX (sv D)	Chlamydia trachomatis sv. D D/UW-3/CX	University of California, Berkeley	637000064	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	Phred-Phrap, FASTA	12/1/2006	Symbiotic	Rod-shaped					1042519	941	0	430636	895	46	2	2	0	0	634	261	248
640427133	Bacteria	Finished	Pseudomonas stutzeri A1501	Pseudomonas stutzeri A1501	Chinese Academy of Agricultural Sciences	640427133	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	Phred-Phrap-Consed	9/1/2007	Free living	Rod-shaped	Heterotroph	Aerobe	Sanger	Nonsporulating	4567418	4237	1	2917598	4135	102	4	5	9	0	3320	815	2186
643348513	Bacteria	Finished	Bacillus cereus sequencing - TIGR	Bacillus cereus G9842	J. Craig Venter Institute (JCVI)	643348513	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus		4/1/2009	Free living	Rod-shaped	Heterotroph	Facultative		Sporulating	5736823	5994	0	2008777	5857	137	13	13	0	0	3877	1980	968
2540341153	Bacteria	Finished	Whole genome sequences of three Treponema pallidum ssp. pertenue strains	Treponema pallidum pallidum DAL-1	Baylor College of Medicine	2540341153	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema pallidum		9/19/2013	Free living	Spiral-shaped		Anaerobe		Nonsporulating	1139971	1112	0	601817	1059	53	2	2	9	0	793	266	39
637000134	Bacteria	Finished	Helicobacter pylori J99	Helicobacter pylori J99	Genome Therapeutics	637000134	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	Phrap, FASTA, COVERAGE	12/1/2006	Free living	Spiral-shaped		Aerobe		Nonsporulating	1643831	1541	0	644196	1494	47	2	2	3	0	1038	456	639
2506210003	Bacteria	Finished	Sequencing Marinomonas - a multi-talented marine bacterial genus	Marinomonas posidonica IVIA-Po-181	DOE Joint Genome Institute (JGI)	2506210003	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas posidonica	Newbler v. 2.3, Velvet v. 0.7.63, Phrap v. 4.24 SPS		Free living	Helical-shaped	Chemoheterotroph	Aerobe	454 GS FLX Titanium, Illumina GAIIx	Nonsporulating	3899940	3651	0	1727094	3544	107	8	8	53	0	3018	526	211
2531839384	Bacteria	Finished	Newport Serovar of Salmonella enterica enterica, FDA	Salmonella enterica enterica sv. Newport CVM 21550 GCA_000272715	U.S. Food and Drug Administration	2531839384	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	SMRTPortal HGAP v. 2.1.6	8/23/2013			Heterotroph		454 GS FLX Titanium, PacBio RS, PacBio RS II		4786287	4647	6	2497910	4535	112	10	13	0	0	3912	623	537
2615840652	Bacteria	Finished	Corynebacterium Type Strain Sequencing and Analysis Project	Corynebacterium epidermidicanis DSM 45586 Genome Sequencing	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2615840652	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium epidermidicanis	Newbler v.2.8	5/3/2015					Illumina MiSeq		2692072	2542	2	1563036	2466	76	4	4	0	0	1881	585	151
2558860201	Bacteria	Finished	Legionella pneumophila pneumophila Hextuple_2q,Hextuple_3a	Legionella pneumophila pneumophila Hextuple_2q	Tufts University	2558860201	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila		3/7/2014							2682626	2468	0	1034915	2402	66	3	3	0	0	1867	535	108
637000020	Bacteria	Finished	Bacillus halodurans C-125	Bacillus halodurans C-125	Japan Agency for Marine-Earth Science and Technology	637000020	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halodurans	Phrap	12/1/2006	Free living	Rod-shaped		Facultative		Sporulating	4202352	4239	5	1835819	4066	173	8	8	0	0	2634	1432	2462
2775507273	Bacteria	Finished	Pseudoalteromonas project - Shandong University	Pseudoalteromonas spongiae UST010723-006	Shandong University	2775507273	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas spongiae		4/16/2018		Rod-shaped		Aerobe	Illumina HiSeq	Nonsporulating	4752413	4343	1	1941912	4219	124	7	7	0	0	3350	869	656
2597489974	Bacteria	Finished	Bacillus anthracis 9080-G	Bacillus anthracis 9080-G	Northern Arizona University	2597489974	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis		12/8/2014							5508663	5879	3	1939494	5722	157	11	11	0	0	4276	1446	960
2588253734	Bacteria	Finished	Campylobacter iguaniorum 1485E	Campylobacter iguaniorum 1485E	Utrecht University	2588253734	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter iguaniorum	Newbler v. 2.6	9/12/2014		Curved-shaped		Microaerophilic	454, Illumina, Sanger		1754638	1809	2	627194	1756	53	3	3	18	0	1457	299	66
2510065016	Bacteria	Finished	Halorespiring Firmicutes (WGS) - Exploring genomic plasticity of closely related dedicated degraders with diverging ecophysiological features and bioremediating capacity	Dehalobacter restrictus DSM 9455	DOE Joint Genome Institute (JGI)	2510065016	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter restrictus	ALLPATHS v. R41043, Velvet v. 1.1.05, Phrap v. 4.24 SPS	12/28/2011	Free living	Rod-shaped		Anaerobe	Illumina HiSeq 2000, 454 GS FLX Titanium	Nonsporulating	2943336	2908	0	1311589	2826	82	4	4	143	0	2191	635	503
2775507288	Bacteria	Finished	Pseudoalteromonas project - Shandong University	Pseudoalteromonas arctica A 37-1-2	Shandong University	2775507288	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas arctica		4/16/2018				Aerobe	Illumina HiSeq		4721971	4321	0	1849270	4174	147	9	9	0	0	3346	828	726
646862338	Bacteria	Finished	Rickettsia prowazekii Rp22	Rickettsia prowazekii Rp22	Centre National de la Recherche Scientifique (CNRS)	646862338	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia prowazekii	Phred-Phrap-Consed	8/1/2010	Symbiotic	Rod-shaped		Aerobe	Sanger	Nonsporulating	1111612	990	0	322370	952	38	1	1	0	0	720	232	12
2606217688	Bacteria	Finished	Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus	Prochlorococcus sp. MIT0604	Massachusetts Institute of Technology	2606217688	Cyanobacteria	unclassified	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604	Newbler v. 2.6	3/10/2015					Illumina GAIIx		1780061	2089	0	554907	2033	56	1	1	0	0	1314	719	176
642555168	Bacteria	Finished	Wolbachia endosymbiont of Culex quinquefasciatus Pel	Wolbachia endosymbiont of Culex quinquefasciatus Pel	Wellcome Trust Sanger Institute	642555168	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus	Phrap, Gap4	12/1/2008	Symbiotic	Coccus-shaped		Aerobe			1482455	1312	1	506855	1275	37	1	1	0	0	972	303	319
649633059	Bacteria	Finished	Ketogulonicigenium vulgare Y25	Ketogulonicigenium vulgare Y25	Beijing Institute of Biotechnology	649633059	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Ketogulonicigenium vulgare	SOAP	7/1/2011	Free living	Rod-shaped		Anaerobe	Illumina		3288404	3287	1	2030946	3213	74	5	5	0	0	2542	671	308
2511231066	Bacteria	Finished	Mycoplasma genitalium genome sequencing and comparison	Mycoplasma haemocanis Illinois	Purdue University	2511231066	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma haemocanis		2/28/2012						Nonsporulating	919992	1190	0	325066	1156	34	1	1	0	0	292	864	626
2558860184	Bacteria	Finished	Streptococcus pneumoniae SPN strains, WTSI	Streptococcus pneumoniae SPN032672	Wellcome Trust Sanger Institute	2558860184	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae		3/7/2014	Free living	Coccus-shaped		Facultative		Nonsporulating	2131190	2221	0	843723	2127	94	4	4	0	0	1758	369	297
2561511164	Bacteria	Finished	Analysis of diverse Chlamydia trachomatis strains, Sanger Institute	Chlamydia trachomatis F/SW4	Wellcome Trust Sanger Institute	2561511164	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis		3/23/2014							1050229	928	0	433475	881	47	1	2	16	0	764	117	10
643348565	Bacteria	Finished	Obligate methanotrophy CSP_777358	Methylocella silvestris BL2, DSM 15510	DOE Joint Genome Institute (JGI)	643348565	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella silvestris		4/1/2009	Free living	Rod-shaped	Methylotroph	Aerobe	454, Sanger, Solexa		4305430	3971	1	2716010	3917	54	2	2	99	0	2752	1165	399
2565956579	Bacteria	Finished	Pseudomonas stutzeri 28a24	Pseudomonas stutzeri 28a24	University of Arizona	2565956579	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri		4/28/2014							4731359	4219	0	2866221	4147	72	4	4	67	0	3547	600	368
2517487010	Bacteria	Finished	Candidatus Portiera aleyrodidarum	Candidatus Portiera aleyrodidarum		2517487010	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	Candidatus Portiera aleyrodidarum	Velvet	8/6/2015							350928	319	1	91802	283	36	1	1	0	0	252	31	2
2517093027	Bacteria	Finished	Mycoplasma gallisepticum NC96_1596-4-2P	Mycoplasma gallisepticum NC96_1596-4-2P	University of Connecticut	2517093027	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma gallisepticum		9/6/2012							986257	809	1	312121	771	38	2	2	0	0	602	169	151
646862309	Bacteria	Finished	Bifidobacterium animalis lactis V9	Bifidobacterium animalis lactis V9	Beijing Genomics Institute (BGI), Inner Mongolia Agricultural University, Inner Mongolia Light Industrial Institute of Research, China, Shanghai Jiao Tong University	646862309	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	Newbler	8/1/2010	Free living	Rod-shaped		Anaerobe	Illumina, 454 GS FLX	Nonsporulating	1944050	1636	1	1175924	1572	64	4	4	0	0	1130	442	68
637000116	Bacteria	Finished	Frankia casuarinae CcI3 Sequencing	Frankia casuarinae CcI3	DOE Joint Genome Institute (JGI)	637000116	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia casuarinae		12/1/2006	Symbiotic	Filament-shaped	Chemoorganotroph	Aerobe	Sanger	Sporulating	5433628	4621	4	3807822	4548	73	2	2	49	0	3054	1494	3355
2509276022	Bacteria	Finished	CSP_300131_795687	Mesorhizobium australicum WSM2073	DOE Joint Genome Institute (JGI)	2509276022	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium australicum	Newbler v. 2.3, Velvet v. 0.7.63, Phrap 4.24 SPS-Consed v. 20.0	11/10/2011	Symbiotic	Rod-shaped	Chemoorganotroph	Aerobe	454, Illumina	Nonsporulating	6200534	6080	0	3896642	6013	67	2	2	221	0	4799	1214	763
646862305	Bacteria	Finished	Acetobacter pasteurianus	Acetobacter pasteurianus IFO 3283-22	National Institute of Technology and Evaluation	646862305	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus		8/1/2010	Symbiotic	Rod-shaped		Aerobe			3339649	3120	1	1773363	3048	72	5	5	0	0	2346	702	556
643886019	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Atopobium rimae ATCC 49626	J. Craig Venter Institute (JCVI)	643886019	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium rimae	Newbler v. 1.1.03.24-64-7	8/1/2009	Free living	Rod-shaped		Anaerobe		Nonsporulating	1626291	1596	1	801148	1548	48	1	1	0	0	1185	363	71
2576861476	Bacteria	Finished	Helicobacter pylori sequencing project - Penn State University	Helicobacter pylori BM012B	Pennsylvania State University	2576861476	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori									1659060	1537	1	644980	1493	44	2	2	62	0	1254	239	119
643348559	Bacteria	Finished	Helicobacter pylori P12	Helicobacter pylori P12	Ludwig-Maximilians-University	643348559	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		4/1/2009		Spiral-shaped		Aerobe		Nonsporulating	1684038	1619	1	653174	1577	42	2	2	0	0	1158	419	112
2775507266	Bacteria	Finished	Rhizobium tropici PRF 81	Rhizobium tropici PRF 81	EMBRAPA	2775507266	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium freirei		4/16/2018	Symbiotic	Rod-shaped		Aerobe	454	Nonsporulating	7392367	7028	1	4427085	6925	103	3	3	0	0	5678	1247	2761
